,Date,Place,Address,City,State,County,Neighborhood,category,Note ,Score,anything special,alcohol,smoking,eat in,bathroom,parking,cash only,sizes,cost,roll,who's,roll s,meat ,meat s,cheese,cheese s,extras,extras s,overall,overall s,SCORE,Unnamed: 31,Instagram,YouTube,location,geo,latitude,longitude
717,11/16/2020,Spread Bagelry,3602 Chestnut St,Philadelphia,PA,Philadelphia County,university city,sandwich shop,The sesame seed bagel was good. It was dense. There was a lot of good meat. It was pulled apart fairly well. There was a good amount of cheese. The horseradish mayo was very good. The menu says it comes with an au jus. The meat was moist but between the dense bagel and thick’ish meat this sandwich would have benefitted from more au jus.,87,bagels,beer,no,yes,yes,no,no,1,$12.50,sesame seed bagel,theirs?,18,"very good meat, moist.  a lot for a bagel",17,nice amount and good melt for a bagel,17,horseradish mayo was nice,18,everyone was very nice and helpful.  needed to be a lot bigger for $12.50,17,87,,,,"3602 Chestnut St, Philadelphia PA","3602 Chestnut Street, Philadelphia, Pennsylvania 19104, United States",39.954436,-75.19617
718,11/17/2020,Rustica,903 N 2nd St,Philadelphia,PA,Philadelphia County,n. Liberities/Fishtown,Pizza shop,"We got the Tartufo. A cheesesteak with truffle cream and caramelized onions. $13.95 seemed a touch high but I saw great things online and had high hopes for this cheesesteak. It came on a seeded roll. The roll was good. It had a good amount of meat. It is good meat. It is real meat because I found two small pieces of gristle. It had a good amount of cheese and the cheese is melted throughout the cheesesteak well. The caramelized onions were very nice. The truffle cream and $13.95 left us baffled, confused and wanting more of something. This is one of those cases where you have very good ingredients and they just weren’t in sync this day.",89,,BYOB,no,yes,yes,no,no,1,$13.95 The tartufo,nice seeded roll,?,18,good amount of real meat,18,good amount and melt,18,carmelized onions were nice but truffle cream was a miss,18,this was a miss at $13.95,17,89,,,,"903 N 2nd St, Philadelphia PA","903 South 2nd Street, Philadelphia, Pennsylvania 19147, United States",39.935777,-75.146669
719,11/17/2020,The Foodery,837 N 2nd St,Philadelphia,PA,Philadelphia County,n. Liberities/Fishtown,Deli,We stopped in for a beer but saw they had a Northern Liberties cheesesteak. we got to Northern Liberties cheesesteak. spoiler alert it is a roast beef panini. It is a good roast beef panini. Nice place. Very helpful people. $7. There are a lot of reasons to love the Foodery in Northern Liberties.,88,,Beer,no,yes,assume so,no,no,1,$7.00,4 choices we got sour dough,?,18,roast beef,15,good amount of cheese,17,sauce and pannini press excellent,18,very helpful ppeople and nice place,20,88,,,,"837 N 2nd St, Philadelphia PA","837 South 2nd Street, Philadelphia, Pennsylvania 19147, United States",39.936568,-75.14641
720,11/17/2020,Bishop's Collar,2349 Fairmount Ave,Philadelphia,PA,Philadelphia County,art museum,bar/restaurant,It very well could have been the pending new COVID lock down but I didn’t get a warm welcoming feeling from this place. We got the Steak Tips Sandwich. It comes on a very good seeded roll. The steak tips were a little dry for my liking but very good. The smoked cheese added a lot of flavor. Very good sandwich. Very good selection of beer.,90,,yes,no,yes,yes,no,no,1,$13.00,good seeded roll,?,18,"very good steak tips, wish there were more and marinated",18,"sharp cheddar, very good cheese selection by them",18,smoked garlic mayo added very good flavor,18,very well could have been looming COVID lock down but this needed something more to get over 90,18,90,,,,"2349 Fairmount Ave, Philadelphia PA","2349 Fairmount Avenue, Philadelphia, Pennsylvania 19130, United States",39.967571,-75.176848
721,11/17/2020,Finn McCool's,118 S 12th St,Philadelphia,PA,Philadelphia County,Center city,bar/restaurant,Day of beers and cheesesteaks with Amigo Dan before new COVID lock downs. Part of this stop (cold french fries) can be blamed on Mayor Kenney’s new lockdown rules. This cheesesteak looked pretty. Cheese sauce/whiz ladled on top. Unfortunately the cheese was only on top. The meat was decent but a little dry. The roll was standard.,88,,yes,no,yes,yes,no,no,1,$12.00,good traditional roll,?,18,"decent meat, a touch dry, good amount",18,good cheese but only on top ,17,standard,17,good place.  good guys,18,88,,,,"118 S 12th St, Philadelphia PA","118 South 12th Street, Philadelphia, Pennsylvania 19107, United States",39.949741,-75.160578
722,11/19/2020,Gilben's Bakery & Specialty Sandwich Shop,7405 Stenton Ave,Philadelphia,PA,Philadelphia County,North Philadelphia,sandwich shop,"I got the cheesesteak with fried onions. I liked, and I know I will get criticized for it, that it came in styrofoam. If you put that much effort into your roll do not destroy the roll by wrapping it up tightly in deli paper. I loved the roll but I guess it is the way they bake them that the top and bottom weren’t crusty. It was like the top and bottom were sliced off. It was more perplexing than taste damaging. Very good amount of cheese mixed through the cheesesteak and an extra ladling of cheese across the top. I assume it was a Gilben’s made cheese sauce. This was a very well seasoned cheesesteak.",92,bakery,no,no,no,no,kind of,no,1,$10.20,Gilden's made garlic bread roll,Gilben's,19,"good meat, decent amount",18,possibly Gilden's made cheese sauce.  ladled on top and mixed very well through out CS,19,fried onions and seasoning added nice flavor,18,go hungry and get dessert,18,92,,,,"7405 Stenton Ave, Philadelphia PA","7405 Stenton Avenue, Philadelphia, Pennsylvania 19150, United States",40.060764,-75.16732
723,11/19/2020,Water's Edge,1067 Totem Rd,Bensalem,PA,Bucks County,,Bar/restaurant,"My next ‘best of’ list will have a new category. Best ‘when you have to tell your guy you slept with his brother’ cheesesteak. At the Water’s Edge your guy will be on sensory overload and you will be able to break any bad news to him. Cheesesteak Wrap with French Fries. Yes it is a cheesesteak wrap and I took a point or two off for that. The meat, Ribeye, and cheese work so well together that they could be served on anything and be a top cheesesteak. This Cheesesteak puts the cheese in cheesesteak. Great amount and melt of the cheese. The Carmelized onions do their part. Just for a little flavor and some fat, bacon. I highly recommend watching the full video. This place is amazing.",92,,yes,no,yes,yes,yes,no,1,$13 w/French fries,wrap,?,16,very good amount of very good meat.,19,very good amount and melt of cheese,19,carmelized onions and bacon put the meat & cheese over the top,19,this place is pretty amazing,19,92,,,,"1067 Totem Rd, Bensalem PA","1067 Totem Rd, Bensalem, Pennsylvania 19020, United States",40.09396,-74.91465
724,11/20/2020,Jim's Steaks,469 Baltimore Pike,Springfield,PA,Delaware county,,sandwich shop,"The people were as nice as could be. It had the look and feel of Jim's on South Street. I like the taste of the meat. But, everything else was done exactly the way I do not like it done. A few slices of cheese were laid on the roll and then the meat put on top. The mushrooms spent absolutely no time on the grill getting to know the meat and we're laying laid on top of the meat.",86,,no,no,yes,prob,yes,no,1,$11.50 mushroom CS,standard roll,Amoroso,18,meat had good flavor,18,couple of slices layed on the roll,16,mushrooms spent no time on the grill,17,The people were as nice as could be BUT $11.50 and made exactly the way I don't like CS's,17,86,,,,"469 Baltimore Pike, Springfield PA","469 Baltimore Pike, Springfield, Pennsylvania 19064, United States",39.92079,-75.32277
725,11/22/2020,Cedar Park Cafe,4914 Baltimore Ave,Philadelphia,PA,Philadelphia County,university city,cafe,"Sunday morning in University City/West Philadelphia. I was hungry and happy I ended up in front of Cedar Park Cafe. I was really happy I kept reading the menu until I found the Danwich section. A breakfast cheesesteak with eggs and hash browns. Everybody's on the good traditional roll together. I do wish everybody got mixed together on the grill but little bite discipline takes care of that. $7.50, you know I love that.",88,Breakfast Cheesesteak,no,no,yes,yes,no,no,1,$7.50 Danwich,nice tradition roll,?,18,meat kind of got buried,16,cheese kind of got buried,16,got to love eggs and hash browns on your CS.  I do wish they were mixed together,19,yo know I  love $7.50 for a decent size CS,19,88,,,,"4914 Baltimore Ave, Philadelphia PA","4914 Baltimore Avenue, Philadelphia, Pennsylvania 19143, United States",39.947842,-75.221926
726,11/23/2020,Anis Pizza,2151 S 22nd St,Philadelphia,PA,Philadelphia County,South Philadelphia,Pizza shop,After a long morning I found myself at Ani’s. They have a very low Google Maps rating. Some of the reviews for 5 years old. I don’t know if it was low expectations or starvation but I'd like to cheesesteak. We had a minor communication Breakdown on the phone and I ended up with mustard instead of mushrooms. The mustard added an interesting tang to the cheesesteak. It came on a very nice traditional roll. It had decent meat and cheese. The fried onions that is a little flavor,88,,no,no,no,no,no,no,1,$8.99,good traditional roll,?,18,"okay meat, wish there was more",17,decent cheese,17,fried onions added decent flavor,18,minor break down on phone and I got mustard not mushrooms,18,88,,,,"2151 S 22nd St, Philadelphia PA","2151 South 22nd Street, Philadelphia, Pennsylvania 19145, United States",39.924917,-75.182779
727,11/24/2020,Mark Anthony's Paisano's,105 W Eagle Rd,Havertown,PA,Delaware county,,pizza shop,"I got the cheese steak Supreme. I was hungry. I love this cheesesteak. It comes with fried onions, mushrooms, green peppers, pepperoni and sauce. The 1st thing that jumped out at me was the sauce was mixed in with the other ingredients. The second thing I noticed was that they do not wrap the cheesesteak up so tight that it disfigures the roll. I almost asked them to leave the mushrooms off but I'm glad I did not. Green peppers are my new indicator of how long the ingredients spend on the grill. This Cheesesteak had a good amount of everything. The good traditional roll spent some time on top of everything on the grill absorbing everyone's scent. Go Havertown! The Nexus of The Cheesesteak universe.",90,,no,no,yes,assume so,yes,no,1,$10.75  CS supreme,very good traditional roll,?,18,good meat.  it didn't get lost in everything else,18,good amount of cheese.  Better melt maybe?,18,great balance and blending of extras,18,"When oyu want a messy everythhing CS, this is your place",18,90,,,,"105 W Eagle Rd, Havertown PA","105 West Eagle Road, Havertown, Pennsylvania 19083, United States",39.985573,-75.313699
728,11/28/2020,Farm Boy Fresh,7 Lancaster Ave,Malvern,PA,Chester county,,Sandwich shop BBQ,"Some days the cheesesteaks just find me. I was driving along hungry with limited places to go and sure enough right in front of me in a Sunoco parking lot was Farm Boy Fresh/BBQ. I got the brisket sandwich. The brisket was cooked/smoked for 13 hours. It was good but it wasn't $13 good. 13/13, interesting? I did notice the liscio boxes as I pulled up. It came on a round roll. They did put sauce on the roll but it kind of got lost in the sandwich.",84,,no,no,no,no,yes,I think so,1,$13.00,round Liscio's roll,?,17,"good, i thought touch dry",17,no cheese,17,"sauce, not much and okay.  side of onions and pickles",16,good but not $13 good,17,84,,,,"7 Lancaster Ave, Malvern PA","7 West Lancaster Avenue, Malvern, Pennsylvania 19355, United States",40.044222,-75.524197
729,11/29/2020,New Castle Farmers Market,100 N DuPont Hwy,New Castle,DE,New Castle County,,sandwich shop,I was pleasantly surprised how clean the Farmers Market was and how well they were policing mask wearing. Standard cheesesteak. $8.95 was not horrible. I did like that everything got cooked together. Two slices of cheese melted on top. I would have liked more cheese and a better cheese melt.,85,,no,no,yes,yes,yes,no,1,$8.95,Good traditional roll,?,18,"okay meat, prob needed more",17,two slices melted on top,15,decent and spent time on the grill but the onion had a skin on it,17,you could do a lot worse,18,85,,,,"100 N DuPont Hwy, New Castle DE","100 North Dupont Parkway, New Castle, Delaware 19720, United States",39.665823,-75.602956
730,11/30/2020,Mercer Cafe,2619 E Westmoreland St,Philadelphia,PA,Philadelphia County,Port Richmond,cafe/restaurant,"I got a cheesesteak with scrambled eggs, fried onions and I was saying yes to everything the nice woman asked me so it also had salt, pepper and ketchup. It came on a nice traditional roll. I think the meat was the weak link. There was a lot going on that may have made up from some meat issues. Looking at the video I see the cheese but I don't remember the cheese being a big player on this cheesesteak. The eggs were the star. With all that said, the Mercer Cafe was a very nice treat on a miserable rainy Monday morning.",89,no,no,no,yes,yes,no,no,1,$9.99,Good traditional roll,?,18,the meat was the weak link.  i think the other may have hidden meat problems,17,extras may have hidden cheese neglect,17,scrambled eggs got to love them,18,neighborly cafe that could be in any town USA,19,89,,,,"2619 E Westmoreland St, Philadelphia PA","2619 East Westmoreland Street, Philadelphia, Pennsylvania 19134, United States",39.986466,-75.10069
731,12/1/2020,Stu & Sammy's,111 W 10th St,Wilmington,DE,New Castle County,,sandwich shop,I ordered grilled cheese with ribeye. It comes with homemade potato chips. It sat on the grill a little long so the bread was a little overdone but it was one guy working by himself so I overlooked it. It had a good amount of cheese. I would have liked more cheese but it was a good enough amount. I guess I should have asked but they added a tangy sauce or they saute their onions with a tangy sauce. Either way there was a nice Tangy sauce on this grilled cheese. If it was after 4 pm and the bar was open I could have taken my grilled cheese to the bar area where I could have got a drink or gotten a drink and taken it to the sitting area.,90,upscale urban food court,yes,no,yes,yes,no,no,1,$8.00,wheat bread grilled cheese,?,17,very good meat,17,good amount of cheese,18,"IDK if it was the fried onions, sauce or both, this had a nice kick",19,"I gotta give kudos to Wilm, Hotel DuPont and DE.CO, you got this right",19,90,,,,"111 W 10th St, Wilmington DE","111 W 10th St, Wilmington, Delaware 19801, United States",39.74593,-75.54872
732,12/4/2020,Dar's Steaks,142 Haddon Ave,Haddon Twp,NJ,Camden County,,sandwich shop,"I got the beef Cheesesteak with Dar made Wiz, fried onions and portobello mushrooms. The sign out front said; World's Best Cheesesteaks. If you follow me you know that high expectations usually don't work out. I did like the recycled cardboard container. Saving the Earth while maintaining the Integrity of the roll. When I opened the container the cheesesteak looked a little small. When I picked a piece of meat off the cheesesteak it was very tender and flavorful. The seeded row looked very good but we had a major roll blowout. I don't know what's going on with the Whiz but it was way too runny for my liking. I wish it was thicker and stuck to the meat. The young girl running the front counter was amazing. I love some stuff about Dar’s. I dislike some stuff about Dar’s.",89,,no,no,no,?,no,no,1,$11.00,"good seeded roll, major roll blow out",?,17,"very good meat,  if it's good I want more",18,I got the Dar made whiz.  I think it was too runny.  i would have liked for it to stick the meat better,17,Portobella mushrooms added great flavor to this CS,19,love some stuff.  dislike some stuff.  The young girl running the counter does a great job.,18,89,,,,"142 Haddon Ave, Haddon Twp NJ","142 Haddon Avenue, Haddon, New Jersey 08108, United States",39.910226,-75.04937
733,12/6/2020,Salem Oak Diner,113 W Broadway,Salem,NJ,Salem County,,diner,"I ended up early in the morning in Salem, NJ. Salem Oak Diner has a surprisingly low rating on Google Maps. They happily accommodated my special request for a cheesesteak with eggs. It was $6.40 and came with a fruit cup on the side (or home fries). This is a very cool old-school Diner in an old city. I stayed focused on the old school coolness and not the actual cheesesteak.",89,,no,no,yes,yes,yes,no,1,$6.40,new fresh traditional roll,?,18,"meat was okay, not chopped",17,"okay, melted on top",16,sunny side up eggs on top ,18,love this place.  very old school diner,20,89,,,,"113 W Broadway, Salem NJ","113 Broadway Road, Salem, New Jersey 08079, United States",39.572607,-75.470815
734,12/6/2020,Italian Delight,2600 MacDade Blvd,Folsom,PA,Delaware County,,Pizza restaurant,A Eagles football Sunday. I was going to get a Cheesesteak and go home. I was passing Italian Delight and saw a Budweiser sign in the window. I decided to go inside. They have a bar. It has about four stools. I think it's more there to service the restaurant crowd. It is called the Italian Delight so I got roasted peppers on my cheesesteak. The roll was good but too big for this cheesesteak. The meat was good and very finely chopped. Good cheese melt but they needed a lot more cheese. Italian Delight needs better balance.,87,,yes,no,yes,yes,yes,no,1,$8.95,good roll but it was too big for this CS,?,17,very good finely chopped meat.  i would have liked more,18,good cheese melt but it needed more,17,I went off scripted and got roasted peppers.  very good roasted peppers,18,They tease you with hints of greatest and leave you hoping for better,17,87,,,,"2600 MacDade Blvd, Folsom PA","2600 Macdade Boulevard, Holmes, Pennsylvania 19033, United States",39.899224,-75.305927
735,12/9/2020,The Little Chef,152 Strode Ave,Coatesville,PA,chester county,,Diner,We got a cheesesteak with fried onions and mushrooms. We went with the curly fries. This was a big Cheesesteak and between it and the french fries they really filled out the plate. The roll was very good. It was more bakery/dinner roll than a traditional cheesesteak roll. I really liked that the mushrooms spent a lot of time on the grill. You can see a char on them. There was a very good amount of cheese and it was melted very nicely throughout the whole cheesesteak.,90,,no,no,yes,yes,yes,no,1,$11.99 it came w/fries,"very good roll, more bakery/dinner roll than traditional cheesesteak roll",?,18,good amount of good meat,18,nice amount and good melt ,18,mushrooms spent time on the grill and I loved it,18,$11.99 w/ fries felt steep but this was a good stop.,18,90,,,,"152 Strode Ave, Coatesville PA","152 Strode Avenue, Coatesville, Pennsylvania 19320, United States",39.97873,-75.830416
736,12/9/2020,Waynebrook Inn,4690 Horseshoe Pike,Honey Brook,PA,Chester County,,Bar/restaurant,"Spoiler Alert - the cheesesteak was average at best. It came with beer cheese and Waynebrook Inn made potato chips. We ordered Onion & Bacon jam, Kelso (hot) sauce and sriracha ketchup. Between the wonderful building, Cliff’s hospitality, Rachel’s service, Mad Elf on tap and the sauces, no one gave the cheesesteak a second thought.",89,,yes,no,yes,yes,yes,no,1,$12.00,"split top, not a CS roll, toasted so they were trying",?,16,decent amount ofgood meat,18,good beer cheese with a pretty good amount ladled on top.,18,caramelized onions and mushrooms were okay,17,absolutely love the Waynbrook Inn,20,89,,,,"4690 Horseshoe Pike, Honey Brook PA","4690 Horseshoe Pike, Honey Brook, Pennsylvania 19344, United States",40.095424,-75.913622
737,12/9/2020,Jerry's Pizza Pie,2502 Conestoga Ave,Honey Brook,PA,Chester County,,Pizza shop,"If you want a lot of extras with cheese melted on top, The Special Cheesesteak is the cheesesteak for you.",88,,Beer?,no,no,no,yes,no,1,$9.75 Special,"traditional roll toasted, we had roll blow out",?,17,good meat but got lost in everything else,17,"melted on top, decent amount",18,a lot going on and maybe did not blend well together,18,decent pizza shop CS,18,88,,,,"2502 Conestoga Ave, Honey Brook PA","2502 Conestoga Avenue, Honey Brook, Pennsylvania 19344, United States",40.096955,-75.912917
738,12/9/2020,Papa Mark's Pizza & Grill,3875 Horseshoe Pike,Honey Brook,PA,Chester County,,Pizza shop,this was our least favorite Honey Brook Cheesesteak.  it had good size.  good amount of cheese.  good cheese melt.  just bland,87,,no,no,yes,yes,yes,no,1,$9.75,Traditional roll,?,17,very good amount of nno discript meat,17,very cheesey and good melt,19,bland,17,nothing stood out,17,87,,,,"3875 Horseshoe Pike, Honey Brook PA","3875 Horseshoe Pike, Honey Brook, Pennsylvania 19344, United States",40.089461,-75.903321
739,12/9/2020,"September Farm Cheese, Cheesesteak",5287 Horseshoe Pike,Honey Brook,PA,Chester County,,restaurant,"A day of Beer and Cheesesteaks with Amigo Dan and Cousin in-law Boise. We got the regular cheesesteak with house made Cheddar. I had become a fan of cheddar. This cheesesteak had all of the makings of a very good cheesesteak but it needed more love, and cheese, from the grill person. Plus the meat was a little dry.",85,,no,no,yes,yes,yes,no,1,$9'ish,standard roll,?,17,decent amount but dry,17,average cheese,17,not mixed in,17,it had good parts but needed more love from grill person,17,85,,,,"5287 Horseshoe Pike, Honey Brook PA","5287 Horseshoe Pike, Honey Brook, Pennsylvania 19344, United States",40.104008,-75.931548
740,12/9/2020,"September Farm Cheese, Grilled Cheese Cheesesteak",5287 Horseshoe Pike,Honey Brook,PA,Chester County,,restaurant,We got the Grilled Cheese sandwich with Cheesesteak meat.  This was a huge disappointment.  Cheese in the name of the place.  Cheese in the name of the sandwich.  It had virtually no cheese.,85,,no,no,yes,yes,yes,no,1,$9'ish,good bread and it was toasted well.,?,18,this meat was actually pretty good.,18,"for cheese in the name of everything, virtually no cheese",15,okay,17,it was nice they  made it for us but there was virtually no cheese in a grilled cheese,17,85,,,,"5287 Horseshoe Pike, Honey Brook PA","5287 Horseshoe Pike, Honey Brook, Pennsylvania 19344, United States",40.104008,-75.931548
741,12/10/2020,Antonia's Family Restaurant,615 S Chester Rd,Swarthmore,PA,Delaware County,,Diner,It was late morning. I got a cheesesteak with fried onions and mushrooms. 1st bite and the meat struck in my throat. It was dry. I don’t know if the grill person tried to correct the dryness with oil but there was a lot of oil on this cheesesteak. I did like the big bready roll. The onions and mushrooms spent time on the grill and you know I like that.,84,,no,no,yes,yes,"yes, small",no,1,"$10, came w/bag of chips",good big bready roll,?,18,meat was dry.  bone dry.  like stuck in my throat dry,15,cheese was layed in roll ,16,i liked the mushrooms and fried onions,18,big but a miss,17,84,,,,"615 S Chester Rd, Swarthmore PA","615 North Chester Road, Swarthmore, Pennsylvania 19081, United States",39.91158,-75.347024
742,12/12/2020,Waller's Deli,1572 Route 206,Tabernacle,NJ,Burlington County,,Deli,"I got the breakfast cheesesteak burrito. Spoiler alert, it was amazing. The tater tots were inside the burrito. Steak meat, cheese, scrambled eggs and tater tots wrapped inside of a nice soft tortilla wrapper. A little Slice of Heaven in the Pine Barrens. My one teeny-weeny wish is for the eggs and meat to be mixed together a little more. PS they had 2 gift basket raffles to raise money for 2 different local charities!!",90,Cheesesteak Breakfast Burrito,no,no,no,no,yes,no,1,$6.75,soft tortilla wrapper,?,18,good meat,18,good amount of cheese,18,"eggs and tater tots, amazing.  wish eggs and meat were mixed a little better",18,love this small town involved in community place,18,90,,,,"1572 Route 206, Tabernacle NJ","1572 US Route 206, Tabernacle, New Jersey 08088, United States",39.859715,-74.733108
743,12/15/2020,Sully's Irish Pub,12 W Main St,Middletown,DE,New Castle County,,Bar/restaurant,"Who knew there was awesomeness in Middletown, DE? Sully's Irish Pub, Delaware's oldest pub. We got the cheesesteak with mushrooms and it came with beer cheese and steak fries. This Cheesesteak was tasty. The beer cheese was very good. It was thinish so it worked its way through the cheesesteak pretty well. The fried onions and mushrooms added a lot of flavor. The roll is not a traditional cheesesteak roll. We had a major roll blowout. I think the $13.50 ($1.50 for the mushrooms) was a touch High.",90,,yes,no,yes,yes,yes'ish municipal lot in rear,no,1,$13.50 w/mushrooms & fries,not that great.  restaurant roll.  i had a blow out,?,17,tasty meat. needed more,18,beer cheese was very good.  good amount,19,mushrooms and fried onions added a lot of flavor.,19,The bartender was great.  great old building. I thought $13.50 was a touch high.,17,90,,,,"12 W Main St, Middletown DE","12 West Main Street, Middletown, Delaware 19709, United States",39.449447,-75.717178
744,12/15/2020,Caruso's Bistro,264 Dove Run Centre Dr.,Middletown,DE,New Castle County,,pizza shop,"We got the Caruso special cheesesteak. It comes with three cheeses, fried onions, mushrooms, peppers and sauce. The good news is the three cheeses are awesome. The bad news is everything else gets lost in the three cheeses. It is a very good roll but it's too chewy for the three cheeses. I think the meat gets lost in the three cheeses. I would like to see the roll scooped and toasted before adding everything else",88,,beer/wine,no,yes,yes,yes,no,1,$7.95,very good roll but not for this cheesesteak,?,17,the meat got lost in the 3 cheeses,17,"three cheeses, we liked them",19,they got lost in cheeses,17,everyone was great.  the 3 cheeses were great but everything got lost in the cheeses,18,88,,,,"264 Dove Run Centre Dr., Middletown DE","264 Dove Run Centre Drive, Middletown, Delaware 19709, United States",39.454383,-75.687258
745,12/15/2020,The Green Turtle,416 S Ridge Ave,Middletown,DE,New Castle County,,Bar/restaurant,"This could have been just another COVID era Cheesesteak in a strip mall, small chain bar. But no, Dawn is amazing and made this a great visit. She usually works in the PA Green Turtle but with PA COVID restrictions she has to drive to Middletown to get shifts. We got the cheesesteak with crab dip mixed in. It worked great together. It’s not a traditional roll but worked okay. It came with fries.",89,,yes,no,yes,yes,yes,no,1,$15.59 w/crab dip,"okay roll, they toasted it",?,17,okay meat,17,good amount with good mix,17,crab dip was amazing,18,dawn made this a great spot,20,89,,,,"416 S Ridge Ave, Middletown DE","416 South Ridge Avenue, Middletown, Delaware 19709, United States",39.448688,-75.732281
746,12/15/2020,Luna's Pizzeria &Italian Grill,830 Kohl Ave,Middletown,DE,New Castle County,,Pizza shop,"A day of many drinks and cheesesteaks with Amigo Dan and wingman Eric continued at Luna’s. We took our Luna Special Steak to Elk River Brewing because we want to continue to drink. This cheesesteak looked good. It had too much going on. It came with green peppers and it had a lot of green peppers. Worse, the green peppers didn’t spend much time on the grill. You can see a good amount of cheese in the pictures. In the end, this was a lot of strong flavors that didn't want to work together.",87,,no,no,yes,yes,yes,no,1,$8.95 special steak,Chewy but I thought okay,?,18,meat got lost,17,i see the cheese in the pic but it got a little lost,18,way too many peppers.,16,sorry Luna,18,87,,,,"830 Kohl Ave, Middletown DE","830 Kohl Ave, Middletown, Delaware 19709, United States",39.49467,-75.73204
747,12/15/2020,Main Street Pizza & Steaks,128 W Main St,Elkton,MD,Cecil County,,Pizza shop,"A day of Beer and Cheesesteaks with Amigo Dan and wingman Eric. We got our Main Street cheesesteak and went to Elk River Brewing. This was a very good solid cheesesteak. Like I say in the video, I think it had the benefit of being after 2 not very good cheesesteaks. The grill person definitely put some brotherly love into this cheesesteak. It had a very good amount of cheese. The nice big chunks of fried onions added a nice flavor. Nice traditional roll.",89,,no,no,?,?,no,no,1,$9.19 w/mushrooms,good traditional roll,?,18,meat was good but needed more,17,very good amount of cheese and good melt,18,"nice big pieces of fried onions, amigo dan must have gotten all of the mushrooms",18,good solid cheesesteak,18,89,,,,"128 W Main St, Elkton MD","128 West Main Street, Elkton, Maryland 21921, United States",39.607345,-75.83057
748,12/19/2020,Ryan's Country Store,417 Marianville Rd,Aston,PA,Delaware County,,Deli,Unfortunately we have to talk about the cheesesteak. The Cheesesteak could be Ryan's Deli’s Achilles heel. It came on a traditional roll. The cheese was melted very nicely but this cheesesteak was wet. You can see in the video a cheesey watery substance gushing out of the bottom of the Cheesesteak on every bite. The watery cheese did not help the mushrooms. Luckily I also got and have leftovers of their chicken salad and Pumpkin Bread Pudding so I am still very very happy I stopped at Ryan’s Country Market.,85,Pumpkin Bread Pudding,no,no,no,no,yes,no $10 min,2,$9ish for the large,traditional but roll blow out,?,16,decent meat,18,Good amount of cheese but it was runny,15,runny cheese did not help mushrooms,16,"Aside from CS, I love Ryan's Deli",20,85,,,,"417 Marianville Rd, Aston PA","417 Marianville Rd, Aston, Pennsylvania 19014, United States",39.86442,-75.42606
749,12/23/2020,Providence Pizzeria,5003 West Chester Pike,Newtown Square,PA,Delaware County,,Pizza shop,"I got the mushroom cheesesteak with caramelized onions, mushrooms and american cheese. It came on a seeded roll. I wish today was the day I started asking where they got their rolls because I really liked this roll. It added flavor, had a crust, was light and easy to chew. You could see the onions and mushrooms spent time on the grill with the meat. Everything worked together and had a great flavor. My 2 concerns, not really concerns, more 2 things that keep this from being a very top cheesesteak. 1. The cheese, the cheese is melted through pretty well but it looks like it was put on top of the meat while on the grill and then flipped into the roll. I would love a better cheese melt. 2. More meat, this is a very good cheesesteak and it was under $10. I was eating mostly roll at ends.",93,,no,no,yes,yes ,yes,no,1,$10ish,"very good seeded roll.  crust but light, airy and easy to chew",?,19,meat had good flavor but I need more,18,"the cheese perplexed me, good/very good melt but could have been better",18,caramelized onions and mushrooms added great flavor,19,"everyone was great, nice place, good corner.",19,93,,,,"5003 West Chester Pike, Newtown Square PA","5003 West Chester Pike, Newtown Square, Pennsylvania 19073, United States",39.97405,-75.45429
750,12/24/2020,Havertown Grille,2409 W Darby Rd,Havertown,PA,Delaware County,,Sandwich shop,"Breakfast cheesesteak, it's on the menu. $8.50ish. It came on a long roll. The meat and eggs were mixed together nicely. I determined on further review that the cheese was melted on top. That made me sad. On my breakfast cheesesteaks I guess I need to start getting ketchup or something. I think the eggs make them dry. This one was made with an acceptable level of brotherly love.",88,Breakfast Cheesesteak,no,no,yes,guess so,empty lot across the street,no,1,$8.50ish,nice fresh traditional roll,?,18,decent meat,17,upon further review cheese was melted on top,17,nice amount of eggs mixed in nicely,18,the young woman answering the phone was jovial.  good stop,18,88,,,,"2409 W Darby Rd, Havertown PA","2409 West Darby Road, Havertown, Pennsylvania 19083, United States",39.988519,-75.310959
751,12/27/2020,Tank and Libby's,1011 Pontiac Rd,Drexel Hill,PA,Delaware County,,diner,"I got the Cheesesteak “wit.” Shaved steak, melted onion, american cheese, seeded roll. It came with very good french fries. $11.50, I think it is a touch high for a take out cheesesteak but for a sit and have breakfast with someone you like I guess it is fine. This cheesesteak was very good but needed a little more brotherly love. The melted onions melted in your mouth. Unfortunately they were clumped on the bottom of my cheesesteak. Most of the cheese was with the onions on the bottom.",,Early Cheesesteak,no,no,yes,yes,yes,no,1,$11.50 w/fries,Very good seeded roll,?,18,good meat but it needed more,18,needed more and better melt,18,melted onions were heavenly but clumped on bottom,18,will be back for B'fast but CS needed more.  everyone was great,18,90,,,,"1011 Pontiac Rd, Drexel Hill PA","1011 Pontiac Rd, Drexel Hill, Pennsylvania 19026, United States",39.95515,-75.32353
